�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉,傖蝠捩杅
2016-01-25,'300099,蚧醫縐,20.0,20.69,19.71,20.5,20.14,-0.14,-0.6951,2.1129,4412332,89538676.02,4291989060.0,4176489780.0,4414
2016-01-22,'300099,蚧醫縐,20.14,20.35,19.01,20.0,19.97,0.17,0.8513,2.1703,4532059,90166374.21,4322032983.42,4205725208.46,4165
2016-01-21,'300099,蚧醫縐,19.97,21.21,19.4,20.53,20.99,-1.02,-4.8595,2.5641,5354435,110330502.93,4285551076.41,4170225045.33,5221
2016-01-20,'300099,蚧醫縐,20.99,21.6,20.25,20.5,21.0,-0.01,-0.0476,3.1128,6500357,136141888.21,4504442518.47,4383226024.11,5945
2016-01-19,'300099,蚧醫縐,21.0,21.08,19.31,19.75,19.77,1.23,6.2215,3.109,6492319,130345829.62,4506588513.0,4385314269.0,5411
2016-01-18,'300099,蚧醫縐,19.77,20.2,18.2,18.37,18.7,1.07,5.7219,3.0766,6424639,124635824.75,4242631185.81,4128460147.53,6248
2016-01-15,'300099,蚧醫縐,18.7,19.37,17.88,18.77,19.2,-0.5,-2.6042,2.7983,5843523,108415272.74,4013009771.1,3905017944.3,4142
2016-01-14,'300099,蚧醫縐,19.2,19.2,16.88,17.01,17.95,1.25,6.9638,3.3242,6941765,125239136.39,4120309497.6,4009430188.8,4837
2016-01-13,'300099,蚧醫縐,17.95,19.79,17.95,19.77,19.56,-1.61,-8.2311,2.4469,5109823,97209244.3,3852060181.35,3748399577.55,4468
2016-01-12,'300099,蚧醫縐,19.56,21.0,18.92,20.45,20.81,-1.25,-6.0067,3.8431,8025260,156775541.13,4197565300.68,4084607004.84,5581
2016-01-11,'300099,蚧醫縐,20.81,23.2,20.81,22.75,23.12,-2.31,-9.9913,2.5864,5401012,117147923.47,4465814616.93,4345637616.09,5292
2016-01-08,'300099,蚧醫縐,23.12,24.0,21.5,23.56,22.78,0.34,1.4925,3.1088,6491911,150309087.93,4961539353.36,4828022185.68,6550
2016-01-07,'300099,蚧醫縐,22.78,24.94,22.78,24.71,25.31,-2.53,-9.996,0.5905,1233121,29247227.86,4888575539.34,4757021859.42,1407
2016-01-06,'300099,蚧醫縐,25.31,25.65,24.0,24.09,23.93,1.38,5.7668,2.6899,5617135,139567257.5,5431512155.43,5285347816.59,6306
2016-01-05,'300099,蚧醫縐,23.93,25.75,23.17,23.17,25.16,-1.23,-4.8887,3.2657,6819496,166203077.78,5135364910.29,4997170021.77,6795
2016-01-04,'300099,蚧醫縐,25.16,28.26,25.07,27.25,27.64,-2.48,-8.9725,2.1043,4349678,117015831.99,5399322237.48,5200572000.0,4421
